Id,SalePrice
1461,92704.61810579954
1462,131712.49890362215
1463,171448.21829433308
1464,182130.21055987093
1465,163328.50815037463
1466,164904.09757739294
1467,172661.8670468306
1468,152743.33748349128
1469,194832.0670144281
1470,98233.56544870068
1471,185300.8339713493
1472,104390.41991435084
1473,81938.905799918
1474,139936.00907837122
1475,106356.13998304307
1476,338315.62160649756
1477,225580.07950005017
1478,299228.0484359433
1479,297414.51616908587
1480,444042.72116306634
1481,276398.7905686564
1482,213205.05684640037
1483,175372.71204607596
1484,159422.41912979854
1485,209230.95870678418
1486,195660.66020143137
1487,298306.9825131899
1488,218529.7476892114
1489,168863.29614752566
1490,229017.03690747696
1491,197380.0731292552
1492,74104.9584410385
1493,214986.63360029284
1494,272345.981590188
1495,251718.17890924308
1496,233826.55022611062
1497,157983.07657186827
1498,156733.0420487118
1499,148254.24818876968
1500,142497.8684209931
1501,195231.01425402262
1502,135934.47205553018
1503,277934.37389277096
1504,231385.37960891915
1505,203292.66403329396
1506,192628.70484812465
1507,253802.04828076635
1508,210108.75237889052
1509,153745.63864300644
1510,129491.21485754603
1511,133264.41453791934
1512,154025.60282104777
1513,169921.32852114434
1514,133962.15238274902
1515,196856.33663599216
1516,151995.4642742175
1517,164348.81925675808
1518,95732.78057942551
1519,217475.07158580795
1520,108611.48016975168
1521,110144.09545136616
1522,185184.0309037678
1523,90365.05172387091
1524,134614.4537781356
1525,94567.57541830256
1526,96228.15741435438
1527,86053.25336949644
1528,125034.00704078155
1529,127435.17071769421
1530,199412.19895473332
1531,138880.71945340955
1532,75684.7040525889
1533,150755.76362692006
1534,134831.29512314848
1535,132564.5581027408
1536,78777.22630976536
1537,29387.19680903363
1538,166212.34819756786
1539,228624.39649465831
1540,122394.0073880225
1541,146308.23084318277
1542,96260.69617579575
1543,184097.32421016926
1544,61804.24222203554
1545,106342.05925181136
1546,125720.03109063255
1547,101686.39832764154
1548,131390.18569553713
1549,101328.40020916378
1550,122960.37690954003
1551,107406.54394739307
1552,140855.64217798563
1553,153639.49519126536
1554,112015.57699442923
1555,131111.45038546773
1556,58998.557998562
1557,104827.70366821671
1558,114729.29008397122
1559,70551.02692898293
1560,121402.54225900734
1561,117528.17002171522
1562,120298.47095480759
1563,117416.59464769904
1564,137582.42177700414
1565,127377.53144237283
1566,247512.90136702766
1567,60662.49527687626
1568,227227.73902267416
1569,140152.24414055073
1570,143831.43432396045
1571,95614.33161774697
1572,139852.39481650444
1573,256076.0221105893
1574,135372.1871342354
1575,222222.59723162022
1576,232027.84827447124
1577,181559.01610079687
1578,157152.2984265627
1579,124901.74193397549
1580,190532.34682890458
1581,177600.9617458526
1582,120930.12519831408
1583,270538.65139875957
1584,217300.08604402666
1585,131964.07158354728
1586,62859.29954556865
1587,126852.01558745862
1588,142673.26167836413
1589,109350.09183868335
1590,126940.20412041945
1591,60330.366807005834
1592,130080.44854296639
1593,129369.10890589783
1594,137443.97003667033
1595,95663.26836230094
1596,215904.13209544297
1597,180529.6597189618
1598,216024.7233203773
1599,182173.3712074405
1600,171114.68692682346
1601,30635.05432752776
1602,123778.647305232
1603,52216.165452249115
1604,239865.8891914247
1605,247971.887937012
1606,153213.89173642814
1607,174317.56939575728
1608,208996.82684768445
1609,180897.36905826523
1610,136060.80369366053
1611,149607.00195351767
1612,173309.62751718273
1613,156970.76319438778
1614,123006.33276995947
1615,70418.75000993104
1616,38465.39064035402
1617,63435.83641860285
1618,123150.74439773161
1619,151319.47189694643
1620,157214.63273330592
1621,123993.79115620884
1622,153161.85990309867
1623,261065.2695125792
1624,219597.66340988385
1625,126874.81179885683
1626,170987.88367026974
1627,173142.95278240554
1628,284021.7478267405
1629,180179.19414256827
1630,317548.59497844835
1631,208583.48119241616
1632,217487.84319655667
1633,195853.8034090338
1634,189742.33972331474
1635,173237.92534335272
1636,134146.81816690532
1637,182810.95871315722
1638,183280.4803538361
1639,181883.55661510502
1640,248849.41575810465
1641,174854.66812809184
1642,251699.23368567543
1643,192671.30998949136
1644,220681.7550374613
1645,189386.85115271294
1646,158051.59278792772
1647,163563.35405974882
1648,129649.23421687109
1649,122014.84862366889
1650,100681.00557112659
1651,110720.72001374816
1652,98176.08448105108
1653,98356.7296483689
1654,138167.04726785014
1655,130519.02398535528
1656,125604.82529850665
1657,135448.7275332308
1658,136313.96014689025
1659,114999.03111358557
1660,142370.17215663195
1661,396898.65475658595
1662,362325.92001317407
1663,361758.6924843809
1664,403779.67042094807
1665,308879.07337189233
1666,299474.8006648219
1667,357196.6888242002
1668,358419.2691672483
1669,301140.6049716206
1670,347547.4124429299
1671,236828.30188414676
1672,387660.7916635786
1673,267838.55315922934
1674,226141.94300755137
1675,176830.7994255419
1676,186716.38842595136
1677,195202.04348213947
1678,431950.5326700213
1679,354114.16279365704
1680,323473.2480556194
1681,277430.05125566747
1682,290515.8836974725
1683,165410.25256281393
1684,166028.61983299488
1685,179341.58070722467
1686,164436.74766982778
1687,193847.95426487864
1688,186743.06639170507
1689,208596.66270062537
1690,204247.47393590247
1691,193108.48289144796
1692,287159.46471365436
1693,189202.6773630007
1694,187316.3430827636
1695,171596.2524091244
1696,252118.62526807608
1697,183910.24741017818
1698,308161.6633741942
1699,295109.8554104597
1700,237012.991497581
1701,267067.8476192304
1702,225777.63864563208
1703,213240.02073673508
1704,255640.6401522779
1705,250150.9302148089
1706,357280.0414810019
1707,207107.06703257165
1708,182522.51164322498
1709,230316.14030366368
1710,210448.00964084594
1711,259215.91396468075
1712,230969.65368301782
1713,256293.81160537573
1714,207550.8722823857
1715,202907.68735151412
1716,170863.76461390348
1717,176436.4172949338
1718,119941.25644950569
1719,211682.88451991288
1720,222498.32285061234
1721,159018.87746319012
1722,103650.92023205408
1723,144616.3858372867
1724,196885.03356256662
1725,248064.25551000447
1726,181687.09063692822
1727,138419.8727396169
1728,172571.4847980094
1729,159284.9574282919
1730,158400.51642569364
1731,114594.11963749025
1732,112979.24809858738
1733,96700.41377422912
1734,111638.53389671387
1735,120091.43176995916
1736,79345.49288408214
1737,267868.31476670865
1738,230271.4477263901
1739,244928.32839461032
1740,177538.97520721727
1741,166977.61444939498
1742,171194.4032019868
1743,174763.87938444433
1744,330908.33592730074
1745,213036.2900256113
1746,226119.2120747266
1747,225151.1146754435
1748,214797.55351707176
1749,125959.63089181471
1750,121015.88594077551
1751,252121.64662456093
1752,100885.6911654647
1753,150814.65948195267
1754,209138.780926942
1755,175976.73533994379
1756,131247.73724256246
1757,103110.23989610525
1758,131915.66919414327
1759,151137.90174780018
1760,143927.85792623588
1761,141786.7145432001
1762,181932.31553891208
1763,160294.80057530408
1764,99699.76214557549
1765,166777.00414147903
1766,174039.01452804566
1767,213623.4231902666
1768,131086.35397618345
1769,165240.18952410447
1770,157669.30916145188
1771,111101.9906173856
1772,118084.02050925756
1773,107258.74799122661
1774,135155.09900660336
1775,134641.9399750816
1776,133562.20906795876
1777,113953.10853067075
1778,144475.2959020402
1779,126406.96484169911
1780,181766.24083081738
1781,114617.2088313254
1782,58939.04877687385
1783,133611.98568469554
1784,103738.70182462572
1785,132175.77018794185
1786,114955.71645044605
1787,165479.04699845938
1788,46032.61931171408
1789,96364.83614007407
1790,57468.82843117113
1791,190842.86339425668
1792,159149.54376936692
1793,133037.97604135145
1794,183189.68629845337
1795,121435.66568803054
1796,120078.0945962607
1797,120108.70588566258
1798,96949.7435203495
1799,88762.45162888535
1800,102792.15090551903
1801,101998.27576433623
1802,126892.45319678471
1803,155176.69009324466
1804,110768.94898391317
1805,127046.00268901046
1806,111513.36596048437
1807,164161.89394074713
1808,122403.80363912159
1809,117656.3800148695
1810,131222.64308292512
1811,98747.7709377472
1812,109474.36375090643
1813,114289.1483995677
1814,100767.57145910116
1815,28929.558159745065
1816,117731.81640968542
1817,114137.12922892987
1818,179614.01310712716
1819,129830.86701423605
1820,33494.96248539328
1821,129826.4318532435
1822,148207.8061413261
1823,43854.80255353474
1824,129198.30723107688
1825,124176.10449070774
1826,89130.01347150409
1827,85190.85963674879
1828,128543.49827381701
1829,135398.48654884892
1830,142339.02498589281
1831,152300.7500305809
1832,50476.63107075193
1833,144154.66599798866
1834,103069.65601572767
1835,100311.70396534319
1836,119349.28594849363
1837,44284.00015894999
1838,93342.57786362257
1839,129124.32862966368
1840,140821.686007887
1841,115341.31506183487
1842,83948.1261615745
1843,113891.46905861795
1844,132649.02475960425
1845,139079.94906318258
1846,146340.39463331772
1847,180004.7224979964
1848,28344.29260654631
1849,137336.15835074848
1850,120678.73272543238
1851,145663.51734373125
1852,108044.35968898854
1853,124115.10216883675
1854,155671.90914328257
1855,146261.37499179086
1856,219417.4967229478
1857,150894.86501456867
1858,126919.92392958014
1859,105452.70950933173
1860,111161.09748022596
1861,104344.04806797393
1862,299421.97981304966
1863,278149.5483366818
1864,278216.6653758405
1865,357198.18309963157
1866,355296.49265357165
1867,216703.6957533965
1868,292008.62011237536
1869,209768.77604081575
1870,222671.4514178196
1871,260988.25317704072
1872,175370.18915517826
1873,242551.89341170888
1874,143617.73493310797
1875,193682.65221657685
1876,191387.54363113362
1877,203732.51512462855
1878,214073.85081130476
1879,126136.35600741184
1880,117962.55727552029
1881,233347.83904694743
1882,244561.40341208468
1883,190578.53479263675
1884,203676.32122422545
1885,238658.86711615708
1886,283184.13116797083
1887,217815.24245442462
1888,252664.34856079612
1889,161101.05816895457
1890,102262.98246882088
1891,115161.28096682206
